f,fieldStation,type,easting,northing,notes,strike,dip,assocTrend,assocPlunge,assocRake,trend,plunge,featureType,foliationType,otherStructure,otherStructureType,hingeTrend,hingePlunge,axialPlaneStrike,axialPlaneDip,sampleName,sampleOrientationNote,imageID,imageID2,imageID3,imageID4,imageID5,imageID6,imageID7,imageID8,imageID9,imageID10
777,Ame18fieldstation-490,Point,119.939123,-21.356174,Chlorite schist_ small distinct bed that you can visually follow down the hill.,223,88,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
778,Ame18fieldstation-490,Point,119.939123,-21.356174,Chlorite schist_ small distinct bed that you can visually follow down the hill.,174,86,,,,,,bedding,,,,,,,,,,,,,,,,,,,
779,Ame18fieldstation-491,Point,119.939183,-21.35642,Hinge of fold_ open fold of chlorite schist bed.,240,81,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
786,Ame18fieldstation-499,Point,119.955801,-21.36802,Chert bed with thoroughgoing cleavage.,132,83,,,,,,bedding,,,,,,,,,,15304935513029.jpg,,,,,,,,,
787,Ame18fieldstation-499,Point,119.955801,-21.36802,Chert bed with thoroughgoing cleavage.,277,80,,,,,,foliation,cleavage,,,,,,,,,15304935513029.jpg,,,,,,,,,
793,Ame18fieldstation-504,Point,119.955888,-21.368084,Cherts schist cleavage inside the hinge of a 10 m fold.,79,87,,,,,,foliation,crenulation_cl,,,,,,,,,15304949911459.jpg,,,,,,,,,
800,Ame18fieldstation-511,Point,119.956206,-21.368295,,282,76,316,66,70,,,bedding,,,,,,,,,,15304979569029.jpg,,,,,,,,,
801,Ame18fieldstation-512,Point,119.956102,-21.368489,3 m scale fold hinge.southern limb has overprinting lineation_ with slickenfibers perpendicular to the stretching lineation parallel to the hinge. The other lineation trends opposite the hinge and may be from an earlier fabric before folding.,258,88,267,78,78,,,bedding,,fold,,288,78,281,89,,,15305012425411.jpg,,,,,,,,,
802,Ame18fieldstation-512,Point,119.956102,-21.368489,3 m scale fold hinge.southern limb has overprinting lineation_ with slickenfibers perpendicular to the stretching lineation parallel to the hinge. The other lineation trends opposite the hinge and may be from an earlier fabric before folding.,290,85,299,60,60,,,bedding,,,,,,,,,,15305012425411.jpg,,,,,,,,,
805,Ame18fieldstation-513,Point,119.956058,-21.368483,Another fold in the same chert unit.,266,89,84,65,115,,,bedding,,fold,,109,85,,,,,,,,,,,,,,
806,Ame18fieldstation-513,Point,119.956058,-21.368483,Another fold in the same chert unit.,330,71,66,71,92,,,bedding,,,,,,,,,,,,,,,,,,,
807,Ame18fieldstation-514,Point,119.955948,-21.368286,2 m fold_ dextral zon eier limb_ lineation seems to be plunging opposite ways on the two limbs.,265,80,68,59,120,,,bedding,,fold,,265,84,258,87,,,15305025032504.jpg,,,,,,,,,
808,Ame18fieldstation-514,Point,119.955948,-21.368286,2 m fold_ dextral zon eier limb_ lineation seems to be plunging opposite ways on the two limbs.,281,85,307,79,80,,,bedding,,,,,,,,,,15305025032504.jpg,,,,,,,,,
814,Ame18fieldstation-517,Point,119.956884,-21.368122,Crenulations with shallowly plunging bands of finer crenulations.,92,86,,,,,,foliation,crenulation_cl,,,,,,,,,15305090573998.jpg,,,,,,,,,
817,Ame18fieldstation-519,Point,119.95675,-21.367874,Reverse sense of motion by deformed  quartz veins_ motion is in yz plane.,312,81,129,19,161,,,bedding,,,,,,,,,,15305108592390.jpg,,,,,,,,,
819,Ame18fieldstation-521,Point,119.956306,-21.367227,,325,81,381,79,84,,,bedding,,,,,,,,,,15305117377751.jpg,,,,,,,,,
820,Ame18fieldstation-522,Point,119.956154,-21.367119,,134,79,169,71,75,,,bedding,,,,,,,,,,,,,,,,,,,
821,Ame18fieldstation-523,Point,119.955724,-21.366822,,145,71,238,71,91,,,bedding,,,,,,,,,,,,,,,,,,,
822,Ame18fieldstation-524,Point,119.95536,-21.366428,,139,74,208,73,84,,,bedding,,,,,,,,,,,,,,,,,,,
823,Ame18fieldstation-525,Point,119.9546011,-21.36542858,,142,74,265,71,100,,,bedding,,,,,,,,,,,,,,,,,,,
824,Ame18fieldstation-526,Point,119.954535,-21.365377,,153,65,189,52,60,,,bedding,,,,,,,,,,,,,,,,,,,
825,Ame18fieldstation-527,Point,119.95427,-21.364869,,140,87,248,87,91,,,bedding,,,,,,,,,,,,,,,,,,,
826,Ame18fieldstation-528,Point,119.9541388,-21.36500554,Army green chert bed.,341,84,133,77,101,,,bedding,,,,,,,,,,,,,,,,,,,
827,Ame18fieldstation-529,Point,119.954041,-21.364809,Army green chert,342,86,,,90,,,bedding,,,,,,,,,,,,,,,,,,,
828,Ame18fieldstation-530,Point,119.953985,-21.364731,Army green chert,153,84,261,84,92,,,bedding,,,,,,,,,,,,,,,,,,,
829,Ame18fieldstation-531,Point,119.95401,-21.364667,Army green chert,112,82,279,58,121,,,bedding,,,,,,,,,,,,,,,,,,,
831,Ame18fieldstation-533,Point,119.954174,-21.364767,Army green chert.,134,77,272,71,104,,,bedding,,,,,,,,,,,,,,,,,,,
832,Ame18fieldstation-534,Point,119.954159,-21.364755,,161,76,306,67,109,,,bedding,,,,,,,,,,,,,,,,,,,
833,Ame18fieldstation-535,Point,119.954183,-21.364732,Army green chert. Seems like the inside of a fold. I think I am measuring bedding_ but could be cleavage.,120,78,229,77,94,,,bedding,,,,,,,,,,,,,,,,,,,
834,Ame18fieldstation-536,Point,119.9541907,-21.36469059,Army green chert_ north limb of fold.,128,78,141,46,47,,,bedding,,,,,,,,,,,,,,,,,,,
835,Ame18fieldstation-537,Point,119.954165,-21.364672,Army green chert,134,78,144,39,40,,,bedding,,,,,,,,,,,,,,,,,,,
836,Ame18fieldstation-538,Point,119.9542011,-21.36462276,South limb of a fold. A series of moderately plunging folds  with an overall mt Edgar up sense of shear.,115,75,150,65,70,,,bedding,,fold,antiform,129,58,114,76,,,15305841709330.jpg,15305849635958.jpg,,,,,,,,
839,Ame18fieldstation-539,Point,119.954207,-21.364519,Sampled chert bed. Maybe the pervasive fracture pattern is perpendicular to the moderately dipping folds?,246,53,,,,,,fracture,,,,,,,,,,,,,,,,,,,
843,Ame18fieldstation-543,Point,119.952117,-21.364004,,121,83,131,54,55,,,bedding,,,,,,,,,,15305900858536.jpg,,,,,,,,,
845,Ame18fieldstation-545,Point,119.951597,-21.364623,,311,76,18,75,84,,,bedding,,,,,,,,,,,,,,,,,,,
846,Ame18fieldstation-546,Point,119.951866,-21.364871,Chert unit_ boudined slightly.,142,86,269,85,93,,,bedding,,,,,,,,,,15305932234110.jpg,,,,,,,,,
847,Ame18fieldstation-547,Point,119.953009,-21.365769,,285,84,,,87,,,bedding,,,,,,,,,,,,,,,,,,,
849,Ame18fieldstation-549,Point,119.953128,-21.365835,Small scale folds.,146,86,185,84,85,,,bedding,,,,,,,,,,15305945570685.jpg,15305945734989.jpg,,,,,,,,
850,Ame18fieldstation-549,Point,119.953128,-21.365835,Small scale folds.,85,87,,,,,,foliation,crenulation_cl,,,,,,,,,15305945570685.jpg,15305945734989.jpg,,,,,,,,
851,Ame18fieldstation-550,Point,119.95342,-21.366419,Short limb of 50 m scale dextral fold.,344,83,33,81,84,,,bedding,,,,,,,,,,,,,,,,,,,
852,Ame18fieldstation-551,Point,119.953506,-21.366515,,294,66,352,62,76,,,bedding,,,,,,,,,,,,,,,,,,,
854,Ame18fieldstation-553,Point,119.953506,-21.366679,,57,84,147,84,90,,,bedding,,,,,,,,,,,,,,,,,,,
856,Ame18fieldstation-555,Point,119.953851,-21.367272,Bed is interlly boudined. Pic.,304,78,91,68,108,,,bedding,,,,,,,,,,15305965020529.jpg,,,,,,,,,
858,Ame18fieldstation-557,Point,119.953755,-21.367501,Fibrous mineral growth in a schist.,82,78,,,,,,fracture,,,,,,,,,,15305979634566.jpg,15305979790157.jpg,,,,,,,,
860,Ame18fieldstation-558,Point,119.953503,-21.367875,Finely lamited mafic schist.,286,78,,,,,,foliation,,,,,,,,,,15305986136949.jpg,,,,,,,,,
863,Ame18fieldstation-561,Point,119.961406,-21.362543,Metabasalt,330,74,,,,,,foliation,schistosity,,,,,,,,,15307501707368.jpg,,,,,,,,,
864,Ame18fieldstation-562,Point,119.961493,-21.362512,,129,70,239,69,97,,,foliation,mineral_alignm,,,,,,,,,,,,,,,,,,
865,Ame18fieldstation-563,Point,119.961797,-21.362365,Dextral foliation crosses a felsic schist “bed”. Felsic schist is inter layered at the Hal meter scale with amphibolite schist.,138,88,284,86,93,,,foliation,schistosity,,,,,,,,,15307508049031.jpg,,,,,,,,,
866,Ame18fieldstation-564,Point,119.962024,-21.362272,20 cm felsic schist bed. Dextral cleavage when compared to bedding contact.,136,89,314,65,115,,,foliation,schistosity,,,,,,,,,15307510815986.jpg,,,,,,,,,
867,Ame18fieldstation-565,Point,119.962141,-21.362214,Stripey amphibolite schist. Biotite.,150,69,243,69,91,,,foliation,gneissic_folia,,,,,,,,,15307513816963.jpg,15307514210566.jpg,,,,,,,,
884,Ame18fieldstation-576,Point,119.960194,-21.359409,,134,84,293,74,105,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
885,Ame18fieldstation-577,Point,119.960323,-21.359184,Interbeddedschists.,308,86,322,74,74,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
886,Ame18fieldstation-578,Point,119.960471,-21.358954,Very quarts rich quartzofeldspathic schist. Ridge forming unit.,125,77,273,66,110,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
887,Ame18fieldstation-579,Point,119.960481,-21.35825,,140,77,282,69,106,,,foliation,schistosity,,,,,,,,,15307676881353.jpg,15307676951102.jpg,15307680408665.jpg,,,,,,,
892,Ame18fieldstation-583,Point,119.959834,-21.357624,Interbedded schists_ water polished.,135,81,285,73,105,,,bedding,,,,,,,,,,15307695208583.jpg,,,,,,,,,
893,Ame18fieldstation-585,Point,119.958521,-21.3568,Sinistral and dextral folds.,167,75,,,,,,foliation,,fold,s_fold,195,81,10,95,,,15307713938457.jpg,15307716110743.jpg,,,,,,,,
895,Ame18fieldstation-586,Point,119.956794,-21.355007,,137,83,243,83,92,,,foliation,schistosity,,,,,,,,,15307730807168.jpg,,,,,,,,,
896,Ame18fieldstation-587,Point,119.9563,-21.354528,1 m interbedded schists.,135,74,239,74,94,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
897,Ame18fieldstation-588,Point,119.955964,-21.354712,Finely lamited muscovite schist. Very crenulated.,308,75,42,75,91,,,foliation,schistosity,,,,,,,,,15307739183273.jpg,,,,,,,,,
898,Ame18fieldstation-589,Point,119.955589,-21.355097,,318,86,340,79,80,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
899,Ame18fieldstation-590,Point,119.956189,-21.355729,,305,87,315,74,74,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
903,Ame18fieldstation-592,Point,119.944612,-21.352269,Kink bands with mt Edgar up sense of shear overprint lineation. In larger scale mt Edgar down fold.,302,84,317,67,68,,,foliation,,,,,,,,,,15308371719169.jpg,15308372017352.jpg,15308372127931.jpg,,,,,,,
906,Ame18fieldstation-593,Point,119.943666,-21.355028,Chlorite schist is wavy folded_ very open_ about a vertical hinge. Crenulation cleavage.,224,87,,,,,,foliation,crenulation_cl,,,,,,,,,15308384640446.jpg,,,,,,,,,
907,Ame18fieldstation-594,Point,119.943817,-21.355147,Axial plar crenulation cleavage in chlorite schist.,219,84,,,,,,foliation,crenulation_cl,,,,,,,,,15308388930649.jpg,15308389119176.jpg,,,,,,,,
908,Ame18fieldstation-594,Point,119.943817,-21.355147,Axial plar crenulation cleavage in chlorite schist.,320,72,360,63,70,,,foliation,schistosity,,,,,,,,,15308388930649.jpg,15308389119176.jpg,,,,,,,,
909,Ame18fieldstation-595,Point,119.943571,-21.355933,Crenulation cleavage in chlorite schist. Mostly symmetric folds_ some sinistral,204,84,,,,,,foliation,crenulation_cl,,,,,,,,,15308395165034.jpg,15308395984126.jpg,,,,,,,,
910,Ame18fieldstation-595,Point,119.943571,-21.355933,Crenulation cleavage in chlorite schist. Mostly symmetric folds_ some sinistral,198,85,,,,,,foliation,crenulation_cl,,,,,,,,,15308395165034.jpg,15308395984126.jpg,,,,,,,,
912,Ame18fieldstation-597,Point,119.943206,-21.356291,Crenulation cleavage in chlorite schist.,34,84,,,,,,foliation,crenulation_cl,,,,,,,,,15308410318634.jpg,,,,,,,,,
913,Ame18fieldstation-597,Point,119.943206,-21.356291,Crenulation cleavage in chlorite schist.,81,79,,,,,,foliation,schistosity,,,,,,,,,15308410318634.jpg,,,,,,,,,
914,Ame18fieldstation-598,Point,119.941125,-21.357151,Very plar schist.,325,88,330,70,70,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
915,Ame18fieldstation-599,Point,119.941083,-21.357478,1 m wide striped chert bed. Next to granite (?) bearing unit,276,88,288,81,81,,,bedding,,,,,,,,,,15308424787191.jpg,,,,,,,,,
919,Ame18fieldstation-602,Point,119.940204,-21.357162,Interbedded cherts and schists_ at 2 cm scale.,112,85,283,62,118,,,bedding,,fold,z_fold,319,75,245,76,,,15308442367261.jpg,15308445790790.jpg,,,,,,,,
921,Ame18fieldstation-603,Point,119.940157,-21.357095,Chlorite schist south of and next to 1 m thick chert bed.,114,81,255,76,101,,,bedding,,,,,,,,,,,,,,,,,,,
922,Ame18fieldstation-604,Point,119.940111,-21.357093,1 m thick chert bed.,290,78,324,69,73,,,bedding,,,,,,,,,,,,,,,,,,,
923,Ame18fieldstation-605,Point,119.940108,-21.35698,Quartzofeldspathic schist with veins that have been folded at a shallow angle. But lineation in schist is still steeply plunging.,280,73,334,69,78,,,foliation,schistosity,fold,,296,23,296,87,,,15308453104876.jpg,,,,,,,,,
924,Ame18fieldstation-606,Point,119.939861,-21.356843,Chlorite schist,289,77,331,71,76,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
925,Ame18fieldstation-607,Point,119.939402,-21.356473,,158,84,324,66,113,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
926,Ame18fieldstation-608,Point,119.9394,-21.356377,,246,88,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
927,Ame18fieldstation-608,Point,119.9394,-21.356377,,338,84,,,,,,foliation,plar_schistosity,,,,,,,,,,,,,,,,,,
928,Ame18fieldstation-609,Point,119.939261,-21.356369,Chlorite schist with very strong crenulation cleavage cutting throu small scale folds.,65,88,,,,,,foliation,crenulation_cl,,,,,,,,,15308472876706.jpg,,,,,,,,,
929,Ame18fieldstation-609,Point,119.939261,-21.356369,Chlorite schist with very strong crenulation cleavage cutting throu small scale folds.,246,84,,,,,,foliation,crenulation_cl,,,,,,,,,15308472876706.jpg,,,,,,,,,
930,Ame18fieldstation-610,Point,119.939076,-21.356102,Very strong crenulation cleavage— origil foliation is almost obliterated.,243,85,,,,,,foliation,crenulation_cl,,,,,,,,,15308477071371.jpg,15308477211202.jpg,,,,,,,,
931,Ame18fieldstation-610,Point,119.939076,-21.356102,Very strong crenulation cleavage— origil foliation is almost obliterated.,354,83,,,,,,foliation,schistosity,,,,,,,,,15308477071371.jpg,15308477211202.jpg,,,,,,,,
932,Ame18fieldstation-611,Point,119.938977,-21.35597503,Interbedded cherts and schists_ with dextral asymmetric skinks and folds. Crenulations.,288,87,305,80,80,,,bedding,,,,,,,,,,,,,,,,,,,
933,Ame18fieldstation-611,Point,119.938977,-21.35597503,Interbedded cherts and schists_ with dextral asymmetric skinks and folds. Crenulations.,229,81,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
934,Ame18fieldstation-612,Point,119.939011,-21.356007,Hinge of an open fold.,157,72,250,72,91,,,bedding,,,,,,,,,,15308486648496.jpg,,,,,,,,,
935,Ame18fieldstation-612,Point,119.939011,-21.356007,Hinge of an open fold.,76,87,,,,,,foliation,crenulation_cl,,,,,,,,,15308486648496.jpg,,,,,,,,,
936,Ame18fieldstation-613,Point,119.939073,-21.356025,Southern limb of open fold,185,76,248,74,83,,,bedding,,,,,,,,,,,,,,,,,,,
937,Ame18fieldstation-613,Point,119.939073,-21.356025,Southern limb of open fold,94,85,,,,,,foliation,crenulation_cl,,,,,,,,,,,,,,,,,,
939,Ame18fieldstation-614,Point,119.93892,-21.355837,Felsic schist with small porphyroclasts_ very well crenulated.,204,81,,,,,,foliation,crenulation_cl,,,,,,,,,15308493152860.jpg,,,,,,,,,
940,Ame18fieldstation-615,Point,119.937216,-21.356175,,265,86,299,83,84,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
941,Ame18fieldstation-616,Point,119.936447,-21.355595,,174,86,315,84,95,,,bedding,,,,,,,,,,,,,,,,,,,
942,Ame18fieldstation-617,Point,119.936256,-21.355288,,135,74,239,74,94,,,foliation,schistosity,,,,,,,,,,,,,,,,,,
944,Ame18fieldstation-619,Point,119.935437,-21.356714,,254,84,,,,,,,,fold,other,257,29,240,84,,,15308581346731.jpg,,,,,,,,,
945,Ame18fieldstation-620,Point,119.935327,-21.356771,Dextral kink bands in felsic quartzofeldspathic schist,210,88,,,,,,,,,,,,,,,,15308584679479.jpg,,,,,,,,,
948,Ame18fieldstation-623,Point,119.935991,-21.356921,Kink banding showed very clear thrust sense ( s up ),64,84,154,84,90,,,foliation,schistosity,,,,,,,,,15308597049784.jpg,15308598045428.jpg,,,,,,,,
950,Ame18fieldstation-624,Point,119.936172,-21.357044,Crenulation cleavage_ dextral crenulations.,173,74,,,,,,foliation,crenulation_cl,,,,,,,,,15308602019236.jpg,,,,,,,,,
951,Ame18fieldstation-624,Point,119.936172,-21.357044,Crenulation cleavage_ dextral crenulations.,256,77,,,,,,foliation,schistosity,,,,,,,,,15308602019236.jpg,,,,,,,,,
957,Ame18fieldstation-627,Point,119.834338,-21.383808,Coarse grained granitoid porphyritic granitoid_ very weak to no fabric,347,81,,,,,,foliation,mineral_alignm,,,,,,,,,15310191260629.jpg,,,,,,,,,
998,Ame18fieldstation-651,Point,120.004382,-21.163163,"Very fresh outcrop of medium to coarse granitoid.
0.05
0.01
0.04
0.00",334,86,,,,,,foliation,mineral_alignm,,,,,,,,,15314636788786.jpg,,,,,,,,,
1003,Ame18fieldstation-655,Point,119.798328,-21.298183,2 m wide chert unit with en echelon tension gashes.,294,72,112,8,172,,,bedding,,,,,,,,,,15315361807820.jpg,,,,,,,,,
1005,Ame18fieldstation-656,Point,119.794611,-21.303679,3 meter wide outcrop of chert_ may be thicker. Very Stripey.,98,89,277,46,134,,,bedding,,,,,,,,,,15315384526877.jpg,15315387350941.jpg,,,,,,,,
1013,Ame18fieldstation-661,Point,119.83032,-21.319422,2 m wide thick chert bed with several sinistral faults_ with 6 or 7 m of horizontal outcrop.,306,82,81,79,98,,,bedding,,,,,,,,,,15315474891713.jpg,,,,,,,,,
1018,Ame18fieldstation-664,Point,120.127052,-21.384838,"Coarse grained granite with large amphibole and magnetite. 

4.55
2.50
2.11
4.75",60,73,,,,,,foliation,mineral_alignm,,,,,,,,,15316179377128.jpg,,,,,,,,,
1021,Ame18fieldstation-666,Point,120.15939,-21.39136,"Two granitic gneisses. One medium grained_ very strongly foliated granitoid with wispy biotite (sample a). The other_ a slightly more weakly foliated granitoid without the wispy biotite. 

0.42. B
0.96  b
1.45. A
1.31. A",50,70,,,,,,foliation,gneissic_folia,,,,,,,,,15316215877316.jpg,15316216158801.jpg,,,,,,,,
1028,Ame18fieldstation-670,Point,120.22471,-21.366477,Aplite dike orientation_ 2 cm wide dike_ but in a system of up to 2 m wide.,203,70,,,,,,contact,,,,,,,,,,15317078322510.jpg,,,,,,,,,
1031,Ame18fieldstation-673,Point,120.223852,-21.365014,Small 15 cm wide aplite dike parallel to major dikes surrounding it. It is cut by an east west dike. Relationship not entirely clear.,152,71,,,,,,contact,,,,,,,,,,15317101970870.jpg,,,,,,,,,
1032,Ame18fieldstation-673,Point,120.223852,-21.365014,Small 15 cm wide aplite dike parallel to major dikes surrounding it. It is cut by an east west dike. Relationship not entirely clear.,61,79,,,,,,vein,,,,,,,,,,15317101970870.jpg,,,,,,,,,
1033,Ame18fieldstation-674,Point,120.226856,-21.366017,2 m thick chert bed.,28,45,,,96,,,bedding,,,,,,,,,,,,,,,,,,,
1034,Ame18fieldstation-675,Point,120.227125,-21.365895,,57,32,138,32,82,,,bedding,,,,,,,,,,,,,,,,,,,
1035,Ame18fieldstation-676,Point,120.227074,-21.365915,,61,35,141,35,82,,,bedding,,,,,,,,,,,,,,,,,,,
1040,Ame18fieldstation-680,Point,120.226423,-21.365026,Felsic dike intruding amphibolite.,30,89,,,,,,contact,,,,,,,,,,15317176251515.jpg,,,,,,,,,
1041,Ame18fieldstation-681,Point,120.226337,-21.366433,Aplite dikes emating from granite into greenstone. Dikes are slifgtly folded I. One place.,160,57,,,,,,contact,,fold,z_fold,310,61,,,,,15317188800864.jpg,,,,,,,,,
1042,Ame18fieldstation-681,Point,120.226337,-21.366433,Aplite dikes emating from granite into greenstone. Dikes are slifgtly folded I. One place.,310,86,,,,,,contact,,,,,,,,,,15317188800864.jpg,,,,,,,,,
1044,Ame18fieldstation-682,Point,120.224408,-21.36637,Small aplite dikes.,58,84,,,,,,contact,,,,,,,,,,15317196510250.jpg,15317196705738.jpg,,,,,,,,
1048,Ame18fieldstation-686,Point,120.236022,-21.298158,"Coarse grained granitic gneiss. 

4.16
3.47
2.97
3.95",245,66,,,,,,foliation,gneissic_folia,,,,,,,,,15317287043297.jpg,,,,,,,,,
1049,Ame18fieldstation-686,Point,120.236022,-21.298158,"Coarse grained granitic gneiss. 

4.16
3.47
2.97
3.95",242,74,,,,,,foliation,gneissic_folia,,,,,,,,,15317287043297.jpg,,,,,,,,,
1052,Ame18fieldstation-688,Point,120.001766,-21.471238,"Large phenocrysts again. 

0.12
0.11
0.04
0.11",160,73,,,,,,foliation,mineral_alignm,,,,,,,,,15317964937143.jpg,15317965077954.jpg,,,,,,,,
1055,Ame18fieldstation-691,Point,120.014905,-21.39947,,130,75,270,67,107,,,foliation,gneissic_folia,,,,,,,,,15318083759755.jpg,,,,,,,,,
